wavelength,cr
280.0,1.009141512258615
281.0,0.9688004765800138
282.0,1.0225135354726986
283.0,1.0282169408040107
284.0,0.9414689431705242
285.0,0.9609346128179019
286.0,1.003835208779708
287.0,0.990512716706434
288.0,0.9994959561368836
289.0,0.9744086671590195
290.0,1.0263819147488686
291.0,1.0233337183692586
292.0,1.001980857054608
293.0,1.0338171341415106
294.0,1.0140251182928512
295.0,0.9742209708487318
296.0,1.0110621240207869
297.0,0.9712329010626034
298.0,1.0263525506844884
299.0,0.9985007537230779
300.0,0.9944518931017389
301.0,0.97956873365548
302.0,1.0366711661606396
303.0,0.9953565512748297
304.0,0.9871389666536386
305.0,0.9894195288838648
306.0,1.0159452363881647
307.0,1.010928466369298
308.0,1.0123317893395418
309.0,1.0128528623600879
310.0,1.064147514020177
311.0,0.9876638277239658
312.0,0.9844314405511124
313.0,0.9753068863404603
314.0,1.0180927547849237
315.0,1.0333388729974657
316.0,0.9958592602734568
317.0,0.9738182476621794
318.0,0.9739530688583531
319.0,1.0177668938631004
320.0,1.0199780730524195
321.0,1.0132429865105483
322.0,0.9760477020116943
323.0,1.001791815679022
324.0,0.9968351763512765
325.0,0.9980317831778283
326.0,1.015305055286577
327.0,0.9930313579330731
328.0,1.0032281064214266
329.0,0.9806971680157981
330.0,0.9823114217866551
331.0,0.9865829285567825
332.0,0.9168482082344117
333.0,0.9426741582783443
334.0,0.928508153471693
335.0,0.9123366085468876
336.0,0.910544562521232
337.0,0.9492528968935027
338.0,0.8622627883105821
339.0,0.8992892505398121
340.0,0.7999025815851482
341.0,0.8186464209174352
342.0,0.8100911115381404
343.0,0.797624091696574
344.0,0.7746694230894733
345.0,0.7491003999930292
346.0,0.6857368778436865
347.0,0.6524689159561377
348.0,0.6618208806101346
349.0,0.6000875284639905
350.0,0.5377404435852327
351.0,0.5130976223864913
352.0,0.4919739896698669
353.0,0.5087862328830722
354.0,0.4747746305313597
355.0,0.47060134718281565
356.0,0.41960673926584474
357.0,0.42321625004649494
358.0,0.42704344177267034
359.0,0.3927993244261714
360.0,0.41370325712672235
361.0,0.382221942385779
362.0,0.3973841145566981
363.0,0.4070079224942436
364.0,0.3965491292882696
365.0,0.4644959609843501
366.0,0.45641978824316104
367.0,0.49424623412328994
368.0,0.5339799580170925
369.0,0.560492174087494
370.0,0.5959725865545539
371.0,0.6028720936751562
372.0,0.6233826548110953
373.0,0.6639479234088828
374.0,0.6455785969923988
375.0,0.6818866087643388
376.0,0.7136516373250555
377.0,0.7501200169277512
378.0,0.8172017463866933
379.0,0.8015286001562067
380.0,0.8390437981124407
381.0,0.9092177488356497
382.0,0.8775498026495366
383.0,0.9265301246104835
384.0,0.8907902996577362
385.0,0.925339817258159
386.0,0.9141186714531594
387.0,0.9420933024920465
388.0,0.9857721269538036
389.0,0.9158246690858558
390.0,0.9866705491323312
391.0,0.9858018640010997
392.0,0.965036200858366
393.0,0.942941755838179
394.0,0.9913260771795473
395.0,0.9755863440040438
396.0,1.0003148884176958
397.0,0.9954825403527235
398.0,1.0440663599699826
399.0,0.9897676896372016
400.0,0.9669755231376603
401.0,1.003627379277049
402.0,1.0052874058482433
403.0,1.0397985692282683
404.0,1.0243310213805406
405.0,1.0101758359903241
406.0,1.0435124588442457
407.0,0.9640571765582111
408.0,0.9806061764407661
409.0,0.9720589999733386
410.0,0.9882037918993901
411.0,0.9586276478431621
412.0,1.0190043393960944
413.0,0.9932984635254124
414.0,0.9558517719864845
415.0,0.9695161629622854
416.0,1.0093942167420378
417.0,1.0251362327737252
418.0,1.0598968527511723
419.0,1.0874124939678182
420.0,1.0124300470063765
421.0,0.9703123874517096
422.0,0.936037653223331
423.0,1.0080307229577885
424.0,0.975611367639002
425.0,0.9875390269298384
426.0,0.9816369340534956
427.0,0.995776171339978
428.0,1.0319793430514008
429.0,1.0047114173297504
430.0,0.9952409303918232
431.0,0.9689303724014525
432.0,0.9497595025208815
433.0,0.9854107572045415
434.0,0.9983865201601398
435.0,1.0530378954311679
436.0,1.003908234474326
437.0,1.029482184642966
438.0,0.9850211316423303
439.0,0.9644516867747179
440.0,0.9710464969990109
441.0,0.9782432179873007
442.0,1.0638540919295458
443.0,0.9753583995987345
444.0,1.0251546760983519
445.0,0.9729121846497493
446.0,1.027947190382008
447.0,1.011548528980862
448.0,0.9953008630689971
449.0,0.9987771242152553
450.0,0.9803563691367522
